,Unnamed: 0,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discover_method,planet_orbital_inclination,planet_density,right_ascension,ra,declination,host_temperature,host_mass,host_radius
111,111,DMPP-1 b,202.0,24.27 Earths,7.981,2019,Neptune-like,0.472 x Jupiter,0.1462 AU,18.6 days,< 0.083,DMPP-1,Radial Velocity,,,05h47m06.27s,86.776115,-10d37m48.8s,6196.0,1.21,1.26
112,112,DMPP-1 c,202.0,9.6 Earths,7.981,2019,Neptune-like,0.273 x Jupiter,0.0733 AU,6.6 days,< 0.057,DMPP-1,Radial Velocity,,,05h47m06.27s,86.776115,-10d37m48.8s,6196.0,1.21,1.26
113,113,DMPP-1 d,202.0,3.35 Earths,7.981,2019,Super Earth,1.65 x Earth,0.0422 AU,2.9 days,< 0.07,DMPP-1,Radial Velocity,,,05h47m06.27s,86.776115,-10d37m48.8s,6196.0,1.21,1.26
114,114,DMPP-1 e,202.0,4.13 Earths,7.981,2019,Super Earth,1.86 x Earth,0.0651 AU,5.5 days,< 0.07,DMPP-1,Radial Velocity,,,05h47m06.27s,86.776115,-10d37m48.8s,6196.0,1.21,1.26
115,115,DMPP-2 b,437.0,0.437 Jupiters,8.567,2019,Gas Giant,1.28 x Jupiter,0.0664 AU,5.2 days,0.08,DMPP-2,Radial Velocity,,,01h49m37.89s,27.407873,-34d27m32.9s,6500.0,1.44,1.78
116,116,DMPP-3 A b,160.0,2.58 Earths,9.066,2019,Super Earth,1.41 x Earth,0.0662 AU,6.7 days,0.14,DMPP-3 A,Radial Velocity,,,06h06m29.85s,91.624382,-72d30m45.6s,5138.0,0.87,0.91
117,117,DP Leonis b,995.0,6.28 Jupiters,18.633,2009,Gas Giant,1.14 x Jupiter,8.19 AU,28 years,0.39,DP Leo,Eclipse Timing Variations,,,11h17m16.00s,169.316667,+17d57m41.1s,13500.0,,0.01
118,118,DS Tucanae A b,144.0,1.3 Jupiters,8.469,2019,Neptune-like,0.509 x Jupiter,Unknown,8.1 days,0.0,DS Tuc A,Transit,89.5,,23h39m39.48s,354.91449,-69d11m44.7s,5428.0,1.01,0.96
119,119,EPIC 201238110 b,522.0,4.16 Earths,15.261,2019,Super Earth,1.87 x Earth,Unknown,28.2 days,0.0,EPIC 201238110,Transit,,,11h58m49.42s,179.705933,-03d23m21.8s,,0.41,
120,120,EPIC 201497682 b,831.0,0.26 Earths,14.102,2019,Terrestrial,0.692 x Earth,Unknown,2.1 days,0.0,EPIC 201497682,Transit,,,11h15m44.79s,168.936646,+00d29m17.2s,,0.78,
121,121,EPIC 201615463 c,1569.0,1.98 Earths,12.074,2019,Super Earth,1.22 x Earth,Unknown,3.8 days,0.0,K2-166,Transit,,,12h20m45.19s,185.188293,+02d16m56.8s,,1.07,
122,122,EPIC 201754305 d,1103.0,1.08 Earths,14.67,2019,Super Earth,1.03 x Earth,Unknown,2.7 days,0.0,K2-16,Transit,,,11h40m23.34s,175.09726,+04d33m26.4s,,0.67,
123,123,EPIC 201833600 c,846.0,0.972 Earths,14.717,2019,Terrestrial,1.0 x Earth,Unknown,4 days,0.0,K2-50,Transit,,,11h17m56.07s,169.483627,+05d59m18.2s,,0.61,
124,124,EPIC 201841433 b,1442.0,1.37 Earths,14.867,2019,Super Earth,1.1 x Earth,Unknown,4.2 days,0.0,EPIC 201841433,Transit,,,11h40m49.63s,175.206772,+06d08m05.5s,,0.8,
125,125,EPIC 205950854 c,801.0,2.27 Earths,12.291,2019,Super Earth,1.31 x Earth,Unknown,8.1 days,0.0,K2-168,Transit,89.81,,22h12m26.37s,333.109894,-16d20m30.3s,5502.7,0.88,0.83
126,126,EPIC 206024342 b,1219.0,3.53 Earths,13.116,2019,Super Earth,1.7 x Earth,Unknown,4.5 days,0.0,EPIC 206024342,Transit,,,22h05m06.53s,331.277222,-14d07m18.0s,,0.93,
127,127,EPIC 206032309 b,529.0,1.01 Earths,16.069,2019,Super Earth,1.01 x Earth,Unknown,2.9 days,0.0,EPIC 206032309,Transit,,,22h44m57.77s,341.240692,-13d54m03.3s,,0.22,
128,128,EPIC 206042996 b,1492.0,3.26 Earths,16.743,2019,Super Earth,1.62 x Earth,Unknown,5.3 days,0.0,EPIC 206042996,Transit,,,22h30m03.26s,337.51358,-13d36m36.4s,,0.56,
129,129,EPIC 206215704 b,360.0,0.666 Earths,16.172,2019,Terrestrial,0.9 x Earth,Unknown,2.3 days,0.0,EPIC 206215704,Transit,,,22h20m22.76s,335.094818,-09d30m34.3s,,0.41,
130,130,EPIC 206317286 b,1035.0,0.84 Earths,14.051,2019,Terrestrial,0.96 x Earth,Unknown,1.6 days,0.0,EPIC 206317286,Transit,,,22h30m28.22s,337.617584,-07d58m20.7s,,0.71,
131,131,EPIC 211822797 b,611.0,4.58 Earths,15.256,2016,Super Earth,1.98 x Earth,0.131 AU,21.2 days,0.06,EPIC 211822797,Transit,89.73,,08h41m38.49s,130.41037,+17d38m24.0s,4148.21,0.66,0.57
132,132,EPIC 211945201 b,596.0,27 Earths,10.154,2018,Neptune-like,0.514 x Jupiter,0.1493 AU,19.5 days,0.0,EPIC 211945201,Transit,,,09h06m17.75s,136.573975,+19d24m08.1s,6069.0,1.17,1.39
133,133,EPIC 212297394 b,1381.0,2.31 Earths,14.423,2019,Super Earth,1.323 x Earth,Unknown,2.3 days,0.0,EPIC 212297394,Transit,,,13h48m49.49s,207.206223,-17d36m35.7s,,0.83,
134,134,EPIC 212424622 b,2031.0,5.35 Earths,13.354,2019,Neptune-like,2.17 x Earth,Unknown,18.1 days,0.0,EPIC 212424622,Transit,,,13h29m19.54s,202.331421,-14d21m34.1s,,1.11,
135,135,EPIC 212499991 b,932.0,3.19 Earths,13.552,2019,Super Earth,1.6 x Earth,Unknown,34.9 days,0.0,EPIC 212499991,Transit,,,13h29m57.30s,202.48877,-12d44m05.0s,,0.91,
136,136,EPIC 212587672 b,1053.0,1.46 Earths,12.487,2019,Super Earth,1.12 x Earth,Unknown,15.3 days,0.0,EPIC 212587672,Transit,,,13h41m46.73s,205.444702,-10d51m44.8s,,0.95,
137,137,EPIC 212737443 b,1133.0,7.2 Earths,14.836,2019,Neptune-like,0.231 x Jupiter,0.098 AU,13.6 days,0.2,EPIC 212737443,Transit,89.071,,13h36m53.21s,204.221695,-07d19m05.3s,4684.0,0.69,0.67
138,138,EPIC 212737443 c,1133.0,7.7 Earths,14.836,2019,Neptune-like,0.24 x Jupiter,0.28 AU,65.6 days,0.2,EPIC 212737443,Transit,89.63,,13h36m53.21s,204.221695,-07d19m05.3s,4684.0,0.69,0.67
139,139,EPIC 220554210 c,1638.0,2.79 Earths,14.042,2019,Super Earth,1.48 x Earth,Unknown,0.7 days,0.0,K2-282,Transit,,,00h53m43.68s,13.432017,+07d59m43.1s,,0.94,
140,140,EPIC 220674823 b,803.0,7.72 Earths,12.102,2016,Super Earth,1.82 x Earth,0.0134 AU,0.6 days,0.0,EPIC 220674823,Transit,,,00h52m19.15s,13.07978,+10d47m40.9s,5617.0,0.97,0.98
141,141,EPIC 220674823 c,803.0,5.8 Earths,12.102,2016,Neptune-like,0.244 x Jupiter,0.1091 AU,13.3 days,0.18,EPIC 220674823,Transit,,,00h52m19.15s,13.07978,+10d47m40.9s,5617.0,0.97,0.98
142,142,EPIC 246851721 b,1098.0,3 Jupiters,11.439,2018,Gas Giant,1.051 x Jupiter,0.07229 AU,6.2 days,0.0,EPIC 246851721,Transit,86.21,3.1,05h15m40.74s,78.919746,+16d16m43.5s,6202.0,1.32,1.59
143,143,EPIC 248847494 b,1827.0,13 Jupiters,12.416,2018,Gas Giant,1.11 x Jupiter,4.5 AU,10 years,0.0,EPIC 248847494,Transit,89.87,,10h37m33.42s,159.389267,+11d50m33.8s,4898.0,0.9,2.7
144,144,EPIC 249893012 b,1058.0,8.75 Earths,11.428,2020,Super Earth,1.95 x Earth,0.047 AU,3.6 days,0.06,EPIC 249893012,Transit,86.14,6.39,15h12m59.57s,228.248199,-16d43m28.3s,5430.0,1.05,1.71
145,145,EPIC 249893012 c,1058.0,14.67 Earths,11.428,2020,Neptune-like,0.327 x Jupiter,0.13 AU,15.6 days,0.07,EPIC 249893012,Transit,87.94,1.62,15h12m59.57s,228.248199,-16d43m28.3s,5430.0,1.05,1.71
146,146,EPIC 249893012 d,1058.0,10.18 Earths,11.428,2020,Neptune-like,0.352 x Jupiter,0.22 AU,35.7 days,0.15,EPIC 249893012,Transit,89.47,0.91,15h12m59.57s,228.248199,-16d43m28.3s,5430.0,1.05,1.71
147,147,Epsilon Coronae Borealis b,228.0,6.7 Jupiters,4.15,2012,Gas Giant,1.13 x Jupiter,1.3 AU,417.9 days,0.11,eps CrB,Radial Velocity,,,15h57m35.25s,239.396881,+26d52m40.4s,4406.0,1.7,21.0
148,148,Epsilon Eridani b,11.0,0.78 Jupiters,3.82,2000,Gas Giant,1.24 x Jupiter,3.39 AU,7.4 years,0.07,eps Eri,Radial Velocity,89.0,,03h32m55.84s,53.232685,-09d27m29.7s,,0.78,
149,149,Epsilon Indi A b,12.0,3.25 Jupiters,4.69,2019,Gas Giant,1.17 x Jupiter,11.55 AU,45.2 years,0.26,eps Ind A,Radial Velocity,64.25,,22h03m21.66s,330.84024,-56d47m09.5s,,0.75,
150,150,Epsilon Tauri b,161.0,7.6 Jupiters,3.54,2006,Gas Giant,1.13 x Jupiter,1.93 AU,1.6 years,0.15,eps Tau,Radial Velocity,,,04h28m37.00s,67.154167,+19d10m49.6s,4901.0,2.7,13.7
151,151,FU Tauri b,457.0,16 Jupiters,20.48,2008,Gas Giant,1.09 x Jupiter,800.0 AU,101250.8 years,0.0,FU Tau,Imaging,,,04h23m35.74s,65.898908,+25d02m59.6s,2838.0,0.05,
152,152,G 9-40 b,91.0,4.76 Earths,13.823,2019,Super Earth,2.025 x Earth,0.0385 AU,5.7 days,0.0,G 9-40,Transit,88.57,,08h58m52.35s,134.718109,+21d04m33.8s,3348.0,0.29,0.31
153,153,Gamma 1 Leonis b,126.0,8.78 Jupiters,1.98,2009,Gas Giant,1.12 x Jupiter,1.19 AU,428.5 days,0.14,gam 1 Leo,Radial Velocity,,,10h19m58.36s,154.993149,+19d50m29.4s,4330.0,1.23,31.88
154,154,Gamma Cephei b,44.0,1.85 Jupiters,3.21,2003,Gas Giant,1.2 x Jupiter,2.05 AU,2.5 years,0.05,gam Cep,Radial Velocity,,,23h39m20.85s,354.836884,+77d37m56.2s,,1.4,4.9
155,155,Gamma Librae b,155.0,1.02 Jupiters,3.91,2018,Gas Giant,1.23 x Jupiter,1.24 AU,415.2 days,0.21,gam Lib,Radial Velocity,,,15h35m31.58s,233.881577,-14d47m22.3s,4822.0,1.47,11.1
156,156,Gamma Librae c,155.0,4.58 Jupiters,3.91,2018,Gas Giant,1.15 x Jupiter,2.17 AU,2.6 years,0.06,gam Lib,Radial Velocity,,,15h35m31.58s,233.881577,-14d47m22.3s,4822.0,1.47,11.1
157,157,GJ 1061 b,12.0,1.37 Earths,13.06,2020,Super Earth,1.1 x Earth,0.021 AU,3.2 days,< 0.31,GJ 1061,Radial Velocity,,,03h35m59.72s,53.998836,-44d30m45.5s,2953.0,0.12,0.16
158,158,GJ 1061 c,12.0,1.74 Earths,13.06,2020,Super Earth,1.18 x Earth,0.035 AU,6.7 days,< 0.29,GJ 1061,Radial Velocity,,,03h35m59.72s,53.998836,-44d30m45.5s,2953.0,0.12,0.16
159,159,GJ 1061 d,12.0,1.64 Earths,13.06,2020,Super Earth,1.16 x Earth,0.054 AU,13 days,< 0.53,GJ 1061,Radial Velocity,,,03h35m59.72s,53.998836,-44d30m45.5s,2953.0,0.12,0.16
160,160,GJ 1132 b,41.0,1.66 Earths,13.49,2015,Super Earth,1.13 x Earth,0.0153 AU,1.6 days,0.22,GJ 1132,Transit,,6.3,10h14m51.78s,153.715737,-47d09m24.2s,3270.0,0.18,0.21
161,161,GJ 1132 c,41.0,2.64 Earths,13.49,2018,Super Earth,1.43 x Earth,0.0476 AU,8.9 days,< 0.27,GJ 1132,Radial Velocity,,,10h14m51.78s,153.715737,-47d09m24.2s,3270.0,0.18,0.21
162,162,GJ 1148 b,36.0,0.30425 Jupiters,11.92,2010,Gas Giant,1.07 x Jupiter,0.166 AU,41.4 days,0.38,GJ 1148,Radial Velocity,,,11h41m44.63s,175.435974,+42d45m07.1s,3264.0,0.35,0.4
163,163,GJ 1148 c,36.0,0.21414 Jupiters,11.92,2017,Gas Giant,0.866 x Jupiter,0.912 AU,1.5 years,0.34,GJ 1148,Radial Velocity,,,11h41m44.63s,175.435974,+42d45m07.1s,3264.0,0.35,0.4
164,164,GJ 1214 b,48.0,6.26125 Earths,15.1,2009,Neptune-like,0.254 x Jupiter,0.01411 AU,1.6 days,0.0,GJ 1214,Transit,88.17,1.49,17h15m18.92s,258.828837,+04d57m50.1s,3026.0,0.15,0.22
165,165,GJ 1252 b,66.0,2.09 Earths,12.193,2020,Super Earth,1.193 x Earth,0.00916 AU,0.5 days,0.0,GJ 1252,Transit,85.0,,20h27m42.06s,306.925235,-56d27m25.2s,3458.0,0.38,0.39
166,166,GJ 1265 b,33.0,7.4 Earths,13.57,2018,Neptune-like,0.234 x Jupiter,0.026 AU,3.7 days,0.04,GJ 1265,Radial Velocity,,,22h13m42.88s,333.428676,-17d41m08.8s,3236.0,0.18,0.19
167,167,GJ 143 b,53.0,22.7 Earths,7.87,2019,Neptune-like,0.233 x Jupiter,0.1915 AU,35.6 days,0.19,GJ 143,Transit,89.33,7.0,03h26m59.22s,51.746769,-63d29m56.8s,4640.0,0.73,0.69
168,168,GJ 15 A b,12.0,3.03 Earths,8.08,2014,Super Earth,1.55 x Earth,0.072 AU,11.4 days,0.09,GJ 15 A,Radial Velocity,,,00h18m22.89s,4.595356,+44d01m22.6s,3607.0,0.38,0.38
169,169,GJ 15 A c,12.0,36 Earths,8.08,2018,Neptune-like,0.595 x Jupiter,5.4 AU,20.8 years,0.27,GJ 15 A,Radial Velocity,,,00h18m22.89s,4.595356,+44d01m22.6s,3607.0,0.38,0.38
170,170,GJ 160.2 b,84.0,10.2 Earths,9.68,2014,Neptune-like,0.283 x Jupiter,0.053 AU,5.2 days,0.06,GJ 160.2,Radial Velocity,,,04h06m34.84s,61.645172,-20d51m11.2s,4347.0,0.69,
171,171,GJ 163 b,49.0,10.6 Earths,11.81,2013,Neptune-like,0.29 x Jupiter,0.0607 AU,8.6 days,0.07,GJ 163,Radial Velocity,,,04h09m15.67s,62.315273,-53d22m25.3s,3500.0,0.4,
172,172,GJ 163 c,49.0,6.8 Earths,11.81,2013,Neptune-like,0.223 x Jupiter,0.1254 AU,25.6 days,0.1,GJ 163,Radial Velocity,,,04h09m15.67s,62.315273,-53d22m25.3s,3500.0,0.4,
173,173,GJ 163 d,49.0,29.4 Earths,11.81,2013,Neptune-like,0.528 x Jupiter,1.0304 AU,1.7 years,0.37,GJ 163,Radial Velocity,,,04h09m15.67s,62.315273,-53d22m25.3s,3500.0,0.4,
174,174,GJ 179 b,40.0,0.82 Jupiters,12.0,2009,Gas Giant,1.24 x Jupiter,2.41 AU,6.3 years,0.21,GJ 179,Radial Velocity,,,04h52m05.73s,73.023865,+06d28m35.5s,3370.0,0.36,0.38
175,175,GJ 180 b,39.0,6.49 Earths,10.91,2014,Neptune-like,0.217 x Jupiter,0.092 AU,17.1 days,0.07,GJ 180,Radial Velocity,,,04h53m49.98s,73.458252,-17d46m24.3s,,0.43,
176,176,GJ 180 c,39.0,6.4 Earths,10.91,2014,Neptune-like,0.215 x Jupiter,0.129 AU,24.3 days,0.09,GJ 180,Radial Velocity,,,04h53m49.98s,73.458252,-17d46m24.3s,,0.43,
177,177,GJ 180 d,39.0,7.56 Earths,10.91,2020,Neptune-like,0.237 x Jupiter,0.309 AU,106.3 days,0.14,GJ 180,Radial Velocity,,,04h53m49.98s,73.458252,-17d46m24.3s,,0.43,
178,178,GJ 2056 b,93.0,16.2 Earths,10.37,2020,Neptune-like,0.372 x Jupiter,0.283 AU,70 days,0.72,GJ 2056,Radial Velocity,,,07h12m04.81s,108.020042,-24d53m31.5s,,0.62,
179,179,GJ 229 A c,19.0,7.268 Earths,8.14,2020,Neptune-like,0.232 x Jupiter,0.339 AU,122 days,0.19,GJ 229,Radial Velocity,,,06h10m34.62s,92.644234,-21d51m52.7s,,0.58,
180,180,GJ 229 b,19.0,8.478 Earths,8.14,2014,Neptune-like,0.254 x Jupiter,0.898 AU,1.4 years,0.1,GJ 229,Radial Velocity,,,06h10m34.62s,92.644234,-21d51m52.7s,,0.58,
181,181,GJ 27.1 b,77.0,13 Earths,11.42,2014,Neptune-like,0.327 x Jupiter,0.101 AU,15.8 days,0.08,GJ 27.1,Radial Velocity,,,00h39m58.82s,9.995098,-44d15m11.6s,3542.0,0.53,
182,182,GJ 273 b,12.0,2.89 Earths,9.872,2017,Super Earth,1.51 x Earth,0.091101 AU,18.6 days,0.1,GJ 273,Radial Velocity,,,07h27m24.50s,111.852081,+05d13m32.8s,3382.0,0.29,0.29
183,183,GJ 273 c,12.0,1.18 Earths,9.872,2017,Super Earth,1.06 x Earth,0.036467 AU,4.7 days,0.17,GJ 273,Radial Velocity,,,07h27m24.50s,111.852081,+05d13m32.8s,3382.0,0.29,0.29
184,184,GJ 3021 b,57.0,3.37 Jupiters,6.59,2000,Gas Giant,1.17 x Jupiter,0.49 AU,133.7 days,0.51,GJ 3021,Radial Velocity,,,00h16m12.68s,4.052823,-79d51m04.3s,5540.0,0.9,0.9
185,185,GJ 3082 b,54.0,8.2 Earths,11.077,2020,Neptune-like,0.249 x Jupiter,0.079 AU,11.9 days,0.22,GJ 3082,Radial Velocity,,,01h14m34.20s,18.64249,-53d56m31.6s,,0.47,
186,186,GJ 3138 b,93.0,1.78 Earths,10.98,2017,Super Earth,1.18 x Earth,0.0197 AU,1.2 days,0.19,GJ 3138,Radial Velocity,,,02h09m10.90s,32.295425,-16d20m22.5s,3717.0,0.68,0.5
187,187,GJ 3138 c,93.0,4.18 Earths,10.98,2017,Super Earth,1.88 x Earth,0.057 AU,6 days,0.11,GJ 3138,Radial Velocity,,,02h09m10.90s,32.295425,-16d20m22.5s,3717.0,0.68,0.5
188,188,GJ 3138 d,93.0,10.5 Earths,10.98,2017,Neptune-like,0.288 x Jupiter,0.698 AU,257.8 days,0.32,GJ 3138,Radial Velocity,,,02h09m10.90s,32.295425,-16d20m22.5s,3717.0,0.68,0.5
189,189,GJ 317 b,49.0,2.5 Jupiters,11.97,2007,Gas Giant,1.18 x Jupiter,1.151 AU,1.9 years,0.07,GJ 317,Radial Velocity,,,08h40m59.22s,130.24673,-23d27m22.6s,,0.42,
190,190,GJ 317 c,49.0,1.64396 Jupiters,11.97,2018,Gas Giant,1.2 x Jupiter,5.23 AU,18.5 years,0.17,GJ 317,Radial Velocity,,,08h40m59.22s,130.24673,-23d27m22.6s,,0.42,
191,191,GJ 328 b,67.0,2.3 Jupiters,9.97,2013,Gas Giant,1.19 x Jupiter,4.5 AU,11.2 years,0.37,GJ 328,Radial Velocity,,,08h55m07.62s,133.781754,+01d32m47.4s,3900.0,0.69,
192,192,GJ 3293 b,66.0,23.54 Earths,11.962,2015,Neptune-like,0.463 x Jupiter,0.14339 AU,30.6 days,0.06,GJ 3293,Radial Velocity,,,04h28m35.72s,67.14882,-25d10m09.5s,3466.0,0.42,0.4
193,193,GJ 3293 c,66.0,21.09 Earths,11.962,2015,Neptune-like,0.434 x Jupiter,0.36175 AU,122.6 days,0.11,GJ 3293,Radial Velocity,,,04h28m35.72s,67.14882,-25d10m09.5s,3466.0,0.42,0.4
194,194,GJ 3293 d,66.0,7.6 Earths,11.962,2017,Neptune-like,0.238 x Jupiter,0.19394 AU,48.1 days,0.12,GJ 3293,Radial Velocity,,,04h28m35.72s,67.14882,-25d10m09.5s,3466.0,0.42,0.4
195,195,GJ 3293 e,66.0,3.28 Earths,11.962,2017,Super Earth,1.63 x Earth,0.08208 AU,13.3 days,0.21,GJ 3293,Radial Velocity,,,04h28m35.72s,67.14882,-25d10m09.5s,3466.0,0.42,0.4
196,196,GJ 3323 b,17.0,2.02 Earths,12.22,2017,Super Earth,1.23 x Earth,0.03282 AU,5.4 days,0.23,GJ 3323,Radial Velocity,,,05h01m57.43s,75.48928,-06d56m46.5s,3159.0,0.16,0.12
197,197,GJ 3323 c,17.0,2.31 Earths,12.22,2017,Super Earth,1.32 x Earth,0.1264 AU,40.5 days,0.17,GJ 3323,Radial Velocity,,,05h01m57.43s,75.48928,-06d56m46.5s,3159.0,0.16,0.12
198,198,GJ 3341 b,76.0,6.6 Earths,12.08,2015,Neptune-like,0.219 x Jupiter,0.089 AU,14.2 days,0.31,GJ 3341,Radial Velocity,,,05h15m46.72s,78.944663,-31d17m45.4s,3526.0,0.47,0.44
199,199,GJ 338 B b,21.0,10.27 Earths,7.7,2020,Neptune-like,0.284 x Jupiter,0.141 AU,24.5 days,0.11,GJ 338 B,Radial Velocity,,,09h14m24.70s,138.602905,+52d41m10.9s,4005.0,0.64,0.58
200,200,GJ 3470 b,96.0,13.9 Earths,12.33,2012,Neptune-like,0.408 x Jupiter,0.0355 AU,3.3 days,0.02,GJ 3470,Radial Velocity,89.13,0.8,07h59m05.84s,119.774349,+15d23m29.4s,3600.0,0.54,0.55
201,201,GJ 3512 b,31.0,0.463 Jupiters,15.05,2019,Gas Giant,1.27 x Jupiter,0.338 AU,203.6 days,0.44,GJ 3512,Radial Velocity,,,08h41m20.13s,130.333891,+59d29m50.6s,3081.0,0.12,0.14
202,202,GJ 357 b,31.0,1.84 Earths,10.92,2019,Super Earth,1.217 x Earth,0.035 AU,3.9 days,0.0,GJ 357,Transit,89.12,5.6,09h36m01.64s,144.006821,-21d39m38.9s,3505.0,0.34,0.34
203,203,GJ 357 c,31.0,3.4 Earths,10.92,2019,Super Earth,1.66 x Earth,0.061 AU,9.1 days,0.0,GJ 357,Radial Velocity,,,09h36m01.64s,144.006821,-21d39m38.9s,3505.0,0.34,0.34
204,204,GJ 357 d,31.0,6.1 Earths,10.92,2019,Neptune-like,0.209 x Jupiter,0.204 AU,55.7 days,0.0,GJ 357,Radial Velocity,,,09h36m01.64s,144.006821,-21d39m38.9s,3505.0,0.34,0.34
205,205,GJ 3634 b,65.0,8.4 Earths,11.93,2010,Neptune-like,0.253 x Jupiter,0.0287 AU,2.6 days,0.08,GJ 3634,Radial Velocity,59.0,,10h58m35.10s,164.646242,-31d08m38.4s,,0.45,0.43
206,206,GJ 3779 b,45.0,8 Earths,12.96,2018,Neptune-like,0.245 x Jupiter,0.026 AU,3 days,0.07,GJ 3779,Radial Velocity,,,13h22m56.74s,200.736403,+24d28m03.5s,3324.0,0.27,0.28
207,207,GJ 3942 b,55.0,7.14 Earths,10.25,2017,Neptune-like,0.229 x Jupiter,0.0608 AU,6.9 days,0.12,GJ 3942,Radial Velocity,,,16h09m03.14s,242.263092,+52d56m37.9s,3867.0,0.63,0.61
208,208,GJ 3998 b,59.0,2.47 Earths,10.83,2016,Super Earth,1.38 x Earth,0.029 AU,2.6 days,0.0,GJ 3998,Radial Velocity,,,17h16m00.64s,259.002655,+11d03m27.6s,3722.0,0.5,0.49
209,209,GJ 3998 c,59.0,6.26 Earths,10.83,2016,Neptune-like,0.212 x Jupiter,0.089 AU,13.7 days,0.05,GJ 3998,Radial Velocity,,,17h16m00.64s,259.002655,+11d03m27.6s,3722.0,0.5,0.49
210,210,GJ 411 b,8.0,2.99 Earths,7.49,2019,Super Earth,1.54 x Earth,0.0785 AU,13 days,0.22,GJ 411,Radial Velocity,,,11h03m20.19s,165.834137,+35d58m11.6s,3563.0,0.39,0.39
211,211,GJ 422 b,41.0,11.07 Earths,11.55,2014,Neptune-like,0.297 x Jupiter,0.111 AU,20.1 days,0.11,GJ 422,Radial Velocity,,,11h16m00.21s,169.00087,-57d32m51.6s,,0.35,
212,212,GJ 4276 b,70.0,16.57 Earths,11.66,2019,Neptune-like,0.377 x Jupiter,0.082 AU,13.4 days,0.37,GJ 4276,Radial Velocity,,,22h25m17.05s,336.321023,+59d24m49.8s,3387.0,0.41,0.41
213,213,GJ 433 b,30.0,6.043 Earths,9.806,2011,Neptune-like,0.208 x Jupiter,0.062 AU,7.4 days,0.04,GJ 433,Radial Velocity,,,11h35m26.95s,173.862289,-32d32m23.9s,,0.48,
214,214,GJ 433 c,30.0,32.422 Earths,9.806,2014,Neptune-like,0.56 x Jupiter,4.819 AU,14 years,0.12,GJ 433,Radial Velocity,,,11h35m26.95s,173.862289,-32d32m23.9s,,0.48,
215,215,GJ 433 d,30.0,5.223 Earths,9.806,2020,Neptune-like,2.14 x Earth,0.178 AU,36.1 days,0.07,GJ 433,Radial Velocity,,,11h35m26.95s,173.862289,-32d32m23.9s,,0.48,
216,216,GJ 436 b,32.0,22.1 Earths,10.67,2004,Neptune-like,0.372 x Jupiter,0.0291 AU,2.6 days,0.14,GJ 436,Radial Velocity,86.44,1.8,11h42m11.09s,175.546219,+26d42m23.7s,,0.47,0.46
217,217,GJ 480 b,46.0,13.2 Earths,11.51,2020,Neptune-like,0.33 x Jupiter,0.068 AU,9.6 days,0.1,GJ 480,Radial Velocity,,,12h38m52.44s,189.718506,+11d41m46.2s,,0.45,
218,218,GJ 504 b,57.0,4 Jupiters,5.22,2013,Gas Giant,1.16 x Jupiter,43.5 AU,259.9 years,0.0,GJ 504,Imaging,,,13h16m46.52s,199.193817,+09d25m27.0s,6234.0,1.22,
219,219,GJ 536 b,34.0,5.36 Earths,9.72,2016,Neptune-like,2.17 x Earth,0.06661 AU,8.7 days,0.08,GJ 536,Radial Velocity,,,14h01m03.19s,210.26329,-02d39m17.5s,3685.0,0.52,0.5
220,220,GJ 581 b,21.0,15.8 Earths,10.56,2005,Neptune-like,0.366 x Jupiter,0.04061 AU,5.4 days,0.0,GJ 581,Radial Velocity,,,15h19m26.82s,229.861771,-07d43m20.2s,,0.31,0.29
221,221,GJ 581 c,21.0,5.5 Earths,10.56,2007,Neptune-like,2.21 x Earth,0.0721 AU,12.9 days,0.0,GJ 581,Radial Velocity,,,15h19m26.82s,229.861771,-07d43m20.2s,,0.31,0.29
222,222,GJ 581 e,21.0,1.7 Earths,10.56,2009,Super Earth,1.17 x Earth,0.02815 AU,3.1 days,0.0,GJ 581,Radial Velocity,,,15h19m26.82s,229.861771,-07d43m20.2s,,0.31,0.29
223,223,GJ 625 b,21.0,2.82 Earths,10.1,2017,Super Earth,1.49 x Earth,0.078361 AU,14.6 days,0.13,GJ 625,Radial Velocity,,,16h25m24.62s,246.3526,+54d18m14.8s,3499.0,0.3,0.31
224,224,GJ 649 b,34.0,0.328 Jupiters,9.69,2009,Gas Giant,1.11 x Jupiter,1.135 AU,1.6 years,0.3,GJ 649,Radial Velocity,,,16h58m08.85s,254.53688,+25d44m39.0s,3700.0,0.54,
225,225,GJ 667 C b,22.0,5.6 Earths,10.22,2011,Neptune-like,2.23 x Earth,0.0505 AU,7.2 days,0.13,GJ 667 C,Radial Velocity,,,17h18m58.82s,259.745085,-34d59m48.6s,3350.0,0.33,
226,226,GJ 667 C c,22.0,3.8 Earths,10.22,2011,Super Earth,1.77 x Earth,0.125 AU,28.1 days,0.02,GJ 667 C,Radial Velocity,,,17h18m58.82s,259.745085,-34d59m48.6s,3350.0,0.33,
227,227,GJ 667 C e,22.0,2.7 Earths,10.22,2013,Super Earth,1.45 x Earth,0.213 AU,62.2 days,0.02,GJ 667 C,Radial Velocity,,,17h18m58.82s,259.745085,-34d59m48.6s,3350.0,0.33,
