,Unnamed: 0,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discover_method,planet_orbital_inclination,planet_density,right_ascension,ra,declination,host_temperature,host_mass,host_radius
475,475,HD 12661 c,124.0,1.812 Jupiters,7.425,2002,Gas Giant,1.2 x Jupiter,2.8145 AU,4.7 years,0.03,HD 126614,Radial Velocity,,,14h26m48.28s,216.701172,-05d10m40.0s,5568.0,1.26,1.32
476,476,HD 128311 b,54.0,1.769 Jupiters,7.51,2002,Gas Giant,1.2 x Jupiter,1.084 AU,453 days,0.3,HD 128311,Radial Velocity,30.0,,14h36m00.56s,219.002335,+09d44m47.5s,,0.83,0.76
477,477,HD 128311 c,54.0,3.789 Jupiters,7.51,2005,Gas Giant,1.16 x Jupiter,1.74 AU,2.5 years,0.16,HD 128311,Radial Velocity,55.95,,14h36m00.56s,219.002335,+09d44m47.5s,,0.83,0.76
478,478,HD 128356 b,85.0,0.89 Jupiters,8.29,2016,Gas Giant,1.24 x Jupiter,0.87 AU,298.2 days,0.57,HD 128356,Radial Velocity,,,14h37m04.89s,219.270355,-25d48m09.2s,4875.0,0.65,0.85
479,479,HD 129445 b,220.0,1.6 Jupiters,8.8,2009,Gas Giant,1.21 x Jupiter,2.9 AU,5 years,0.7,HD 129445,Radial Velocity,,,14h46m03.07s,221.512772,-68d45m45.9s,,0.99,
480,480,HD 130322 b,104.0,1.15 Jupiters,8.031,1999,Gas Giant,1.22 x Jupiter,0.0925 AU,10.7 days,0.03,HD 130322,Radial Velocity,,,14h47m32.73s,221.886368,-00d16m53.3s,5387.0,0.92,0.85
481,481,HD 131496 b,432.0,1.8 Jupiters,7.8,2011,Gas Giant,1.2 x Jupiter,2.01 AU,2.5 years,0.18,HD 131496,Radial Velocity,,,14h53m23.03s,223.345947,+18d14m07.4s,4846.0,1.34,4.44
482,482,HD 131664 b,173.0,19.12 Jupiters,8.128,2008,Gas Giant,1.08 x Jupiter,3.17 AU,5.3 years,0.64,HD 131664,Radial Velocity,,,15h00m06.08s,225.025314,-73d32m07.2s,5892.0,1.19,1.08
483,483,HD 13167 b,488.0,3.31 Jupiters,8.34,2018,Gas Giant,1.17 x Jupiter,4.1 AU,7.2 years,0.56,HD 13167,Radial Velocity,,,02h08m13.78s,32.057426,-24d41m43.5s,5671.0,1.35,2.39
484,484,HD 13189 b,1646.0,10.95 Jupiters,7.556,2005,Gas Giant,1.11 x Jupiter,1.25 AU,471.6 days,0.27,HD 13189,Radial Velocity,,,02h09m40.17s,32.417381,+32d18m59.2s,4175.0,2.24,38.41
485,485,HD 132406 b,231.0,5.38 Jupiters,8.467,2007,Gas Giant,1.14 x Jupiter,1.98 AU,2.7 years,0.34,HD 132406,Radial Velocity,,,14h56m54.65s,224.227707,+53d22m55.8s,5783.0,1.03,1.34
486,486,HD 132563 b,344.0,1.49 Jupiters,8.928,2011,Gas Giant,1.21 x Jupiter,2.62 AU,4.2 years,0.22,HD 132563,Radial Velocity,,,14h58m21.52s,224.589661,+44d02m35.3s,6073.0,1.08,1.09
487,487,HD 133131 A b,153.0,1.42 Jupiters,8.4,2016,Gas Giant,1.21 x Jupiter,1.44 AU,1.8 years,0.33,HD 133131 A,Radial Velocity,,,15h03m35.45s,225.897705,-27d50m33.3s,5799.0,0.95,
488,488,HD 133131 A c,153.0,0.42 Jupiters,8.4,2016,Gas Giant,1.28 x Jupiter,4.49 AU,9.8 years,0.49,HD 133131 A,Radial Velocity,,,15h03m35.45s,225.897705,-27d50m33.3s,5799.0,0.95,
489,489,HD 133131 B b,153.0,2.5 Jupiters,8.42,2016,Gas Giant,1.18 x Jupiter,6.15 AU,15.8 years,0.61,HD 133131 B,Radial Velocity,,,15h03m35.81s,225.8992,-27d50m27.6s,5805.0,0.93,
490,490,HD 134060 b,79.0,10.1 Earths,6.29,2019,Neptune-like,0.282 x Jupiter,0.0444 AU,3.3 days,0.45,HD 134060,Radial Velocity,,,15h10m44.74s,227.686432,-61d25m20.4s,5966.0,1.09,
491,491,HD 134060 c,79.0,29.29 Earths,6.29,2019,Neptune-like,0.527 x Jupiter,2.3928 AU,3.5 years,0.11,HD 134060,Radial Velocity,,,15h10m44.74s,227.686432,-61d25m20.4s,5966.0,1.09,
492,492,HD 134987 b,85.0,1.61 Jupiters,6.45,1999,Gas Giant,1.21 x Jupiter,0.81 AU,258.2 days,0.23,HD 134987,Radial Velocity,,,15h13m28.67s,228.369446,-25d18m33.6s,5736.0,1.1,1.22
493,493,HD 134987 c,85.0,0.82 Jupiters,6.45,2009,Gas Giant,1.24 x Jupiter,5.8 AU,13.7 years,0.12,HD 134987,Radial Velocity,,,15h13m28.67s,228.369446,-25d18m33.6s,5736.0,1.1,1.22
494,494,HD 136352 b,48.0,4.81 Earths,5.65,2019,Super Earth,2.04 x Earth,0.0934 AU,11.6 days,0.14,HD 136352,Radial Velocity,,,15h21m48.15s,230.450623,-48d19m03.5s,5664.0,0.81,
495,495,HD 136352 c,48.0,10.8 Earths,5.65,2019,Neptune-like,0.293 x Jupiter,0.1666 AU,27.6 days,0.04,HD 136352,Radial Velocity,,,15h21m48.15s,230.450623,-48d19m03.5s,5664.0,0.81,
496,496,HD 136352 d,48.0,8.58 Earths,5.65,2019,Neptune-like,0.256 x Jupiter,0.4128 AU,107.6 days,0.09,HD 136352,Radial Velocity,,,15h21m48.15s,230.450623,-48d19m03.5s,5664.0,0.81,
497,497,HD 136418 b,344.0,2.14 Jupiters,7.879,2009,Gas Giant,1.19 x Jupiter,1.29 AU,464.3 days,0.25,HD 136418,Radial Velocity,,,15h19m06.18s,229.775757,+41d43m59.5s,4989.0,1.48,3.78
498,498,HD 13724 b,142.0,26.77 Jupiters,7.89,2019,Gas Giant,1.07 x Jupiter,12.4 AU,40.4 years,0.34,HD 13724,Radial Velocity,,,02h12m20.68s,33.086163,-46d48m59.0s,5868.0,1.14,1.07
499,499,HD 137388 b,132.0,0.2 Jupiters,8.696,2011,Gas Giant,0.832 x Jupiter,0.89 AU,330 days,0.36,HD 137388,Radial Velocity,,,15h35m39.93s,233.916367,-80d12m16.5s,5181.0,0.68,0.88
500,500,HD 13908 b,260.0,0.865 Jupiters,7.508,2013,Gas Giant,1.24 x Jupiter,0.154 AU,19.4 days,0.02,HD 13908,Radial Velocity,,,02h18m14.56s,34.560665,+65d35m39.7s,6255.0,1.29,1.67
501,501,HD 13908 c,260.0,5.13 Jupiters,7.508,2013,Gas Giant,1.15 x Jupiter,2.03 AU,2.6 years,0.12,HD 13908,Radial Velocity,,,02h18m14.56s,34.560665,+65d35m39.7s,6255.0,1.29,1.67
502,502,HD 13931 b,155.0,2.2 Jupiters,7.597,2009,Gas Giant,1.19 x Jupiter,5.15 AU,11.6 years,0.02,HD 13931,Radial Velocity,,,02h16m47.38s,34.197414,+43d46m22.8s,5867.0,1.3,1.25
503,503,HD 139357 b,367.0,9.76 Jupiters,5.964,2008,Gas Giant,1.11 x Jupiter,2.36 AU,3.1 years,0.1,HD 139357,Radial Velocity,,,15h35m16.20s,233.81749,+53d55m19.7s,4700.0,1.35,11.47
504,504,HD 1397 b,260.0,0.415 Jupiters,7.781,2018,Gas Giant,1.026 x Jupiter,0.1097 AU,11.5 days,0.25,HD 1397,Transit,88.99,0.477,00h17m47.15s,4.446472,-66d21m32.1s,5521.0,1.32,2.34
505,505,HD 14067 b,465.0,7.8 Jupiters,6.53,2014,Gas Giant,1.12 x Jupiter,3.4 AU,4 years,0.53,HD 14067,Radial Velocity,,,02h17m10.44s,34.293499,+23d46m04.2s,4815.0,2.4,12.4
506,506,HD 141399 b,118.0,0.451 Jupiters,7.2,2014,Gas Giant,1.28 x Jupiter,0.415 AU,94.4 days,0.04,HD 141399,Radial Velocity,,,15h46m53.81s,236.724228,+46d59m10.5s,5600.0,1.07,
507,507,HD 141399 c,118.0,1.33 Jupiters,7.2,2014,Gas Giant,1.22 x Jupiter,0.689 AU,202 days,0.05,HD 141399,Radial Velocity,,,15h46m53.81s,236.724228,+46d59m10.5s,5600.0,1.07,
508,508,HD 141399 d,118.0,1.18 Jupiters,7.2,2014,Gas Giant,1.22 x Jupiter,2.09 AU,2.9 years,0.07,HD 141399,Radial Velocity,,,15h46m53.81s,236.724228,+46d59m10.5s,5600.0,1.07,
509,509,HD 141399 e,118.0,0.66 Jupiters,7.2,2014,Gas Giant,1.25 x Jupiter,5.0 AU,13.7 years,0.26,HD 141399,Radial Velocity,,,15h46m53.81s,236.724228,+46d59m10.5s,5600.0,1.07,
510,510,HD 141937 b,109.0,9.69 Jupiters,7.25,2002,Gas Giant,1.11 x Jupiter,1.5 AU,1.8 years,0.41,HD 141937,Radial Velocity,,,15h52m17.55s,238.07312,-18d26m09.8s,5870.0,1.09,1.03
511,511,HD 142022 A b,112.0,4.44 Jupiters,7.7,2005,Gas Giant,1.15 x Jupiter,2.93 AU,5.3 years,0.53,HD 142,Radial Velocity,,,00h06m19.18s,1.579898,-49d04m30.7s,6245.0,1.23,1.47
512,512,HD 142245 b,318.0,3.07 Jupiters,7.63,2011,Gas Giant,1.17 x Jupiter,2.78 AU,3.6 years,0.0,HD 142,Radial Velocity,,,00h06m19.18s,1.579898,-49d04m30.7s,6245.0,1.23,1.47
513,513,HD 142415 b,116.0,1.67 Jupiters,7.327,2003,Gas Giant,1.2 x Jupiter,1.06 AU,386.3 days,0.5,HD 142022 A,Radial Velocity,,,16h10m15.02s,242.562592,-84d13m53.8s,5421.0,0.9,1.04
514,514,HD 142 b,85.0,1.25 Jupiters,5.7,2001,Gas Giant,1.22 x Jupiter,1.02 AU,349.7 days,0.17,HD 142245,Radial Velocity,,,15h52m56.28s,238.234497,+15d25m50.5s,4922.0,3.5,4.63
515,515,HD 142 c,85.0,5.3 Jupiters,5.7,2012,Gas Giant,1.14 x Jupiter,6.8 AU,16.5 years,0.21,HD 142415,Radial Velocity,,,15h57m40.79s,239.419968,-60d12m00.9s,5940.0,1.07,1.04
516,516,HD 143105 b,159.0,1.21 Jupiters,6.75,2016,Gas Giant,1.22 x Jupiter,0.0379 AU,2.2 days,< 0.07,HD 143105,Radial Velocity,,,15h53m36.56s,238.402328,+68d43m12.4s,6380.0,1.51,
517,517,HD 143361 b,224.0,3.532 Jupiters,9.2,2008,Gas Giant,1.16 x Jupiter,1.988 AU,2.8 years,0.2,HD 143361,Radial Velocity,,,16h01m50.35s,240.459778,-44d26m04.3s,5507.0,0.97,0.92
518,518,HD 145377 b,175.0,6.02 Jupiters,8.095,2008,Gas Giant,1.14 x Jupiter,0.45 AU,104 days,0.31,HD 145377,Radial Velocity,,,16h11m36.45s,242.901855,-27d04m41.4s,6014.0,1.2,1.05
519,519,HD 145457 b,443.0,2.23 Jupiters,6.566,2010,Gas Giant,1.19 x Jupiter,0.76 AU,176.3 days,0.11,HD 145457,Radial Velocity,,,16h10m03.91s,242.516312,+26d44m33.9s,4769.0,1.23,10.52
520,520,HD 145934 b,748.0,2.28 Jupiters,8.5,2015,Gas Giant,1.19 x Jupiter,4.6 AU,7.5 years,0.05,HD 145934,Radial Velocity,,,16h13m09.87s,243.29114,+13d14m22.1s,,1.75,5.38
521,521,HD 1461 b,77.0,6.44 Earths,6.47,2010,Neptune-like,0.216 x Jupiter,0.0634 AU,5.8 days,< 0.172,HD 1461,Radial Velocity,,,00h18m41.87s,4.674448,-08d03m10.8s,5765.0,1.02,
522,522,HD 1461 c,77.0,5.59 Earths,6.47,2015,Neptune-like,2.23 x Earth,0.1117 AU,13.5 days,< 0.305,HD 1461,Radial Velocity,,,00h18m41.87s,4.674448,-08d03m10.8s,5765.0,1.02,
523,523,HD 147018 b,140.0,2.12 Jupiters,8.3,2009,Gas Giant,1.19 x Jupiter,0.2388 AU,44.2 days,0.47,HD 147018,Radial Velocity,,,16h23m00.15s,245.75061,-61d41m19.5s,5441.0,0.93,
524,524,HD 147018 c,140.0,6.56 Jupiters,8.3,2009,Gas Giant,1.13 x Jupiter,1.922 AU,2.8 years,0.13,HD 147018,Radial Velocity,,,16h23m00.15s,245.75061,-61d41m19.5s,5441.0,0.93,
525,525,HD 147379 b,35.0,28.55 Earths,8.896,2017,Neptune-like,0.519 x Jupiter,0.323 AU,86.8 days,0.07,HD 147379,Radial Velocity,,,16h16m42.75s,244.178116,+67d14m19.8s,4156.0,0.6,
526,526,HD 147513 b,42.0,1.21 Jupiters,5.39,2003,Gas Giant,1.22 x Jupiter,1.32 AU,1.4 years,0.26,HD 147513,Radial Velocity,,,16h24m01.29s,246.005371,-39d11m34.7s,5883.0,1.11,
527,527,HD 147873 b,357.0,5.14 Jupiters,7.96,2016,Gas Giant,1.15 x Jupiter,0.522 AU,116.6 days,0.21,HD 14787,Radial Velocity,,,02h23m14.05s,35.808552,+10d50m12.3s,4946.0,1.43,5.01
528,528,HD 147873 c,357.0,2.3 Jupiters,7.96,2016,Gas Giant,1.19 x Jupiter,1.36 AU,491.5 days,0.23,HD 147873,Radial Velocity,,,16h25m45.15s,246.438141,-33d34m01.6s,5972.0,1.38,2.29
529,529,HD 14787 b,390.0,1.121 Jupiters,7.63,2018,Gas Giant,1.23 x Jupiter,1.7 AU,1.9 years,0.16,HD 147873,Radial Velocity,,,16h25m45.15s,246.438141,-33d34m01.6s,5972.0,1.38,2.29
530,530,HD 148156 b,187.0,0.85 Jupiters,7.689,2009,Gas Giant,1.24 x Jupiter,2.45 AU,2.8 years,0.52,HD 148156,Radial Velocity,,,16h28m17.28s,247.072006,-46d19m03.4s,6308.0,1.22,1.21
531,531,HD 148164 b,252.0,1.23 Jupiters,8.23,2018,Gas Giant,1.22 x Jupiter,0.993 AU,328.6 days,0.59,HD 148164,Radial Velocity,,,16h25m44.53s,246.435547,+11d55m08.6s,6032.0,1.21,1.34
532,532,HD 148164 c,252.0,5.16 Jupiters,8.23,2018,Gas Giant,1.15 x Jupiter,6.15 AU,13.9 years,0.13,HD 148164,Radial Velocity,,,16h25m44.53s,246.435547,+11d55m08.6s,6032.0,1.21,1.34
533,533,HD 148284 b,397.0,33.7 Jupiters,9.01,2018,Gas Giant,1.05 x Jupiter,0.974 AU,339.3 days,0.39,HD 148284,Radial Velocity,,,16h25m48.41s,246.451721,+30d15m54.5s,5572.0,1.07,1.48
534,534,HD 148427 b,233.0,1.3 Jupiters,6.895,2009,Gas Giant,1.22 x Jupiter,1.04 AU,331.5 days,0.16,HD 148427,Radial Velocity,,,16h28m28.15s,247.117294,-13d23m58.7s,5025.0,1.64,3.86
535,535,HD 149026 b,248.0,0.38 Jupiters,8.15,2005,Gas Giant,0.74 x Jupiter,0.04364 AU,2.9 days,0.0,HD 149026,Radial Velocity,84.55,,16h30m29.62s,247.623413,+38d20m50.3s,6179.0,1.42,1.41
536,536,HD 149143 b,240.0,1.33 Jupiters,7.89,2005,Gas Giant,1.22 x Jupiter,0.053 AU,4.1 days,0.02,HD 149143,Radial Velocity,,,16h32m51.05s,248.212708,+02d05m05.4s,5856.0,1.2,1.44
537,537,HD 1502 b,626.0,2.75 Jupiters,8.36,2011,Gas Giant,1.18 x Jupiter,1.262 AU,428.5 days,0.03,HD 1502,Radial Velocity,,,00h19m17.07s,4.82111,+14d03m17.1s,4947.0,1.46,4.67
538,538,HD 150706 b,92.0,2.71 Jupiters,7.02,2012,Gas Giant,1.18 x Jupiter,6.7 AU,16.1 years,0.38,HD 150706,Radial Velocity,,,16h31m17.59s,247.823273,+79d47m23.2s,5961.0,1.17,0.96
539,539,HD 152079 b,287.0,2.661 Jupiters,9.182,2009,Gas Giant,1.18 x Jupiter,4.187 AU,8 years,0.53,HD 152079,Radial Velocity,,,16h53m29.74s,253.373901,-46d19m58.6s,5907.0,1.15,1.13
540,540,HD 152581 b,543.0,1.869 Jupiters,8.38,2011,Gas Giant,1.2 x Jupiter,1.66 AU,1.9 years,0.04,HD 152581,Radial Velocity,,,16h53m43.58s,253.431595,+11d58m25.5s,5027.0,1.3,5.14
541,541,HD 15337 b,146.0,7.51 Earths,9.088,2019,Super Earth,1.64 x Earth,0.0522 AU,4.8 days,0.09,HD 15337,Transit,88.5,9.3,02h27m28.38s,36.86824,-27d38m06.7s,5125.0,0.9,0.86
542,542,HD 15337 c,146.0,8.11 Earths,9.088,2019,Super Earth,0.213 x Jupiter,0.1268 AU,17.2 days,0.05,HD 15337,Transit,88.5,3.23,02h27m28.38s,36.86824,-27d38m06.7s,5125.0,0.9,0.86
543,543,HD 153950 b,158.0,2.95 Jupiters,7.39,2008,Gas Giant,1.17 x Jupiter,1.28 AU,499.4 days,0.34,HD 153950,Radial Velocity,,,17h04m30.87s,256.128632,-43d18m35.2s,6124.0,1.25,1.28
544,544,HD 154345 b,60.0,0.82 Jupiters,6.76,2006,Gas Giant,1.24 x Jupiter,4.21 AU,9.2 years,0.04,HD 154345,Radial Velocity,,,17h02m36.41s,255.651688,+47d04m54.8s,5468.0,0.71,0.85
545,545,HD 154672 b,206.0,5.37 Jupiters,8.21,2008,Gas Giant,1.14 x Jupiter,0.6 AU,163.9 days,0.61,HD 154672,Radial Velocity,,,17h10m04.91s,257.520477,-56d26m57.4s,5743.0,1.18,1.32
546,546,HD 154857 b,207.0,2.45 Jupiters,7.238,2004,Gas Giant,1.18 x Jupiter,1.29 AU,408.6 days,0.46,HD 154857,Radial Velocity,,,17h11m15.73s,257.815521,-56d40m50.9s,5589.0,1.96,2.3
547,547,HD 154857 c,207.0,2.58 Jupiters,7.238,2014,Gas Giant,1.18 x Jupiter,5.36 AU,9.5 years,0.06,HD 154857,Radial Velocity,,,17h11m15.73s,257.815521,-56d40m50.9s,5589.0,1.96,2.3
548,548,HD 155233 b,245.0,2.6 Jupiters,6.818,2015,Gas Giant,1.18 x Jupiter,2.0 AU,2.2 years,0.04,HD 155233,Radial Velocity,,,17h11m04.37s,257.768188,-20d39m16.5s,4960.0,1.69,5.03
549,549,HD 155358 b,142.0,0.99 Jupiters,7.27,2007,Gas Giant,1.23 x Jupiter,0.63 AU,194.3 days,0.17,HD 155358,Radial Velocity,,,17h09m34.61s,257.394226,+33d21m21.1s,5905.0,1.15,1.38
550,550,HD 155358 c,142.0,0.82 Jupiters,7.27,2007,Gas Giant,1.24 x Jupiter,1.02 AU,391.9 days,0.16,HD 155358,Radial Velocity,,,17h09m34.61s,257.394226,+33d21m21.1s,5905.0,1.15,1.38
551,551,HD 156279 b,118.0,9.88 Jupiters,8.1,2011,Gas Giant,1.11 x Jupiter,0.49 AU,131.1 days,0.71,HD 156279,Radial Velocity,,,17h12m23.20s,258.09668,+63d21m07.5s,5453.0,0.95,0.95
552,552,HD 156279 c,118.0,8.6 Jupiters,8.1,2018,Gas Giant,1.12 x Jupiter,Unknown,11.5 years,0.23,HD 156279,Radial Velocity,,,17h12m23.20s,258.09668,+63d21m07.5s,5453.0,0.95,0.95
553,553,HD 156411 b,186.0,0.74 Jupiters,6.673,2009,Gas Giant,1.25 x Jupiter,1.88 AU,2.3 years,0.22,HD 156411,Radial Velocity,,,17h19m51.40s,259.964172,-48d32m57.6s,5900.0,1.25,2.16
554,554,HD 156668 b,79.0,4.15 Earths,8.42,2010,Super Earth,1.87 x Earth,0.05 AU,4.6 days,0.0,HD 156668,Radial Velocity,,,17h17m40.49s,259.418701,+29d13m38.0s,4850.0,0.77,0.72
555,555,HD 156846 b,156.0,10.67 Jupiters,6.506,2007,Gas Giant,1.11 x Jupiter,1.12 AU,359.5 days,0.85,HD 156846,Radial Velocity,,,17h20m34.31s,260.142944,-19d20m01.5s,6090.0,1.38,1.9
556,556,HD 158038 b,310.0,1.53 Jupiters,7.64,2011,Gas Giant,1.21 x Jupiter,1.5 AU,1.4 years,0.29,HD 158038,Radial Velocity,,,17h25m45.43s,261.439301,+27d18m12.0s,4860.0,1.3,4.5
557,557,HD 158259 b,88.0,2.22 Earths,6.46,2020,Super Earth,1.29 x Earth,Unknown,2.2 days,0.0,HD 158259,Radial Velocity,,6.12,17h25m24.05s,261.35022,+52d47m26.5s,,1.08,1.21
558,558,HD 158259 c,88.0,5.6 Earths,6.46,2020,Neptune-like,2.23 x Earth,Unknown,3.4 days,0.0,HD 158259,Radial Velocity,,,17h25m24.05s,261.35022,+52d47m26.5s,,1.08,1.21
559,559,HD 158259 d,88.0,5.41 Earths,6.46,2020,Neptune-like,2.18 x Earth,Unknown,5.2 days,0.0,HD 158259,Radial Velocity,,,17h25m24.05s,261.35022,+52d47m26.5s,,1.08,1.21
560,560,HD 158259 e,88.0,6.08 Earths,6.46,2020,Neptune-like,0.209 x Jupiter,Unknown,8 days,0.0,HD 158259,Radial Velocity,,,17h25m24.05s,261.35022,+52d47m26.5s,,1.08,1.21
561,561,HD 158259 f,88.0,6.14 Earths,6.46,2020,Neptune-like,0.21 x Jupiter,Unknown,12 days,0.0,HD 158259,Radial Velocity,,,17h25m24.05s,261.35022,+52d47m26.5s,,1.08,1.21
562,562,HD 158996 b,933.0,14 Jupiters,5.706,2018,Gas Giant,1.1 x Jupiter,2.1 AU,2.2 years,0.13,HD 158996,Radial Velocity,,,17h19m37.11s,259.904633,+80d08m11.0s,4069.0,1.8,50.3
563,563,HD 159243 b,240.0,1.13 Jupiters,8.646,2013,Gas Giant,1.22 x Jupiter,0.11 AU,12.6 days,0.02,HD 159243,Radial Velocity,,,17h33m21.55s,263.339783,+05d42m02.6s,6123.0,1.12,1.12
564,564,HD 159243 c,240.0,1.9 Jupiters,8.646,2013,Gas Giant,1.2 x Jupiter,0.8 AU,248.4 days,0.08,HD 159243,Radial Velocity,,,17h33m21.55s,263.339783,+05d42m02.6s,6123.0,1.12,1.12
565,565,HD 159868 b,182.0,2.218 Jupiters,7.24,2006,Gas Giant,1.19 x Jupiter,2.32 AU,3.2 years,0.02,HD 159868,Radial Velocity,,,17h38m59.52s,264.748016,-43d08m43.9s,5534.0,1.19,2.13
566,566,HD 159868 c,182.0,0.768 Jupiters,7.24,2012,Gas Giant,1.25 x Jupiter,1.032 AU,351 days,0.18,HD 159868,Radial Velocity,,,17h38m59.52s,264.748016,-43d08m43.9s,5534.0,1.19,2.13
567,567,HD 1605 b,290.0,0.934 Jupiters,7.52,2015,Gas Giant,1.23 x Jupiter,1.492 AU,1.6 years,0.1,HD 1605,Radial Velocity,,,00h20m31.52s,5.13133,+30d58m29.3s,4915.0,1.33,3.49
568,568,HD 1605 c,290.0,3.62 Jupiters,7.52,2015,Gas Giant,1.16 x Jupiter,3.584 AU,5.9 years,0.1,HD 1605,Radial Velocity,,,00h20m31.52s,5.13133,+30d58m29.3s,4915.0,1.33,3.49
569,569,HD 160691 b,51.0,1.676 Jupiters,5.15,2000,Gas Giant,1.2 x Jupiter,1.497 AU,1.8 years,0.13,HD 160691,Radial Velocity,,,17h44m08.70s,266.036255,-51d50m02.6s,,1.08,
570,570,HD 160691 c,51.0,1.814 Jupiters,5.15,2004,Gas Giant,1.2 x Jupiter,5.235 AU,11.5 years,0.1,HD 160691,Radial Velocity,,,17h44m08.70s,266.036255,-51d50m02.6s,,1.08,
571,571,HD 160691 d,51.0,10.5547 Earths,5.15,2004,Neptune-like,0.289 x Jupiter,0.09094 AU,9.6 days,0.17,HD 160691,Radial Velocity,,,17h44m08.70s,266.036255,-51d50m02.6s,,1.08,
572,572,HD 160691 e,51.0,0.5219 Jupiters,5.15,2006,Gas Giant,1.27 x Jupiter,0.921 AU,310.6 days,0.07,HD 160691,Radial Velocity,,,17h44m08.70s,266.036255,-51d50m02.6s,,1.08,
573,573,HD 16141 b,123.0,0.26 Jupiters,6.83,2000,Gas Giant,0.971 x Jupiter,0.36 AU,75.5 days,0.25,HD 16141,Radial Velocity,,,02h35m19.93s,38.833035,-03d33m38.2s,5757.0,1.11,1.48
574,574,HD 16175 b,196.0,5.1 Jupiters,7.282,2009,Gas Giant,1.15 x Jupiter,2.12 AU,2.7 years,0.6,HD 16175,Radial Velocity,,,02h37m01.91s,39.257961,+42d03m45.5s,5981.0,1.63,1.72
575,575,HD 162020 b,101.0,9.84 Jupiters,9.1,2002,Gas Giant,1.11 x Jupiter,0.08 AU,8.4 days,0.28,HD 162020,Radial Velocity,,,17h50m38.36s,267.659821,-40d19m06.1s,4723.0,0.42,0.75
576,576,HD 163607 b,222.0,0.7836 Jupiters,8.0,2010,Gas Giant,1.24 x Jupiter,0.362 AU,75.2 days,0.74,HD 163607,Radial Velocity,,,17h53m40.50s,268.418732,+56d23m31.0s,5522.0,1.12,1.76
577,577,HD 163607 c,222.0,2.201 Jupiters,8.0,2010,Gas Giant,1.19 x Jupiter,2.39 AU,3.5 years,0.08,HD 163607,Radial Velocity,,,17h53m40.50s,268.418732,+56d23m31.0s,5522.0,1.12,1.76
578,578,HD 16417 b,83.0,22.1 Earths,5.78,2008,Neptune-like,0.446 x Jupiter,0.14 AU,17.2 days,0.2,HD 16417,Radial Velocity,,,02h36m58.61s,39.244198,-34d34m40.7s,,1.2,
579,579,HD 164509 b,174.0,0.443 Jupiters,8.1,2010,Gas Giant,1.28 x Jupiter,0.87 AU,280.2 days,0.24,HD 164509,Radial Velocity,,,18h01m31.23s,270.380127,+00d06m16.4s,5859.0,1.12,1.11
580,580,HD 164595 b,92.0,16.14 Earths,7.1,2015,Neptune-like,0.371 x Jupiter,0.23 AU,40 days,0.09,HD 164595,Radial Velocity,,,18h00m38.89s,270.162048,+29d34m18.9s,5790.0,0.99,
581,581,HD 164604 b,129.0,1.99792 Jupiters,9.7,2009,Gas Giant,1.19 x Jupiter,1.331 AU,1.8 years,0.35,HD 164604,Radial Velocity,,,18h03m06.94s,270.7789,-28d33m38.3s,4684.0,0.77,
582,582,HD 164922 b,72.0,0.36497 Jupiters,6.99,2005,Gas Giant,1.19 x Jupiter,2.16 AU,3.3 years,0.08,HD 164922,Radial Velocity,,,18h02m30.86s,270.628601,+26d18m46.8s,5390.0,0.93,0.95
583,583,HD 164922 c,72.0,13 Earths,6.99,2016,Neptune-like,0.327 x Jupiter,0.341 AU,75.7 days,0.12,HD 164922,Radial Velocity,,,18h02m30.86s,270.628601,+26d18m46.8s,5390.0,0.93,0.95
584,584,HD 164922 d,72.0,4 Earths,6.99,2020,Super Earth,1.83 x Earth,0.103 AU,12.5 days,0.12,HD 164922,Radial Velocity,,,18h02m30.86s,270.628601,+26d18m46.8s,5390.0,0.93,0.95
585,585,HD 165155 b,207.0,2.89 Jupiters,9.36,2016,Gas Giant,1.18 x Jupiter,1.13 AU,434.5 days,0.2,HD 165155,Radial Velocity,,,18h05m57.35s,271.488953,-29d55m02.1s,5426.0,1.02,0.95
586,586,HD 1666 b,386.0,6.43 Jupiters,8.17,2015,Gas Giant,1.13 x Jupiter,0.94 AU,270 days,0.63,HD 1666,Radial Velocity,,,00h20m52.34s,5.218085,-19d55m52.4s,6317.0,1.5,1.93
587,587,HD 166724 b,147.0,3.53 Jupiters,9.344,2012,Gas Giant,1.16 x Jupiter,5.42 AU,14.1 years,0.73,HD 166724,Radial Velocity,,,18h13m59.68s,273.498657,-42d34m31.3s,5127.0,0.81,
588,588,HD 167042 b,162.0,1.7 Jupiters,5.94,2007,Gas Giant,1.2 x Jupiter,1.32 AU,420.8 days,0.09,HD 167042,Radial Velocity,,,18h10m31.64s,272.631836,+54d17m11.6s,4943.0,1.5,4.5
589,589,HD 168443 b,129.0,7.659 Jupiters,6.917,1998,Gas Giant,1.13 x Jupiter,0.2931 AU,58.1 days,0.53,HD 168443,Radial Velocity,,,18h20m03.93s,275.016388,-09d35m44.6s,5491.0,0.99,1.51
590,590,HD 168443 c,129.0,17.193 Jupiters,6.917,2000,Gas Giant,1.09 x Jupiter,2.8373 AU,4.8 years,0.21,HD 168443,Radial Velocity,,,18h20m03.93s,275.016388,-09d35m44.6s,5491.0,0.99,1.51
